attendance,study_hours,previous_marks,assignment_score,internal_marks,final_score
67.55,8.94,82.12,59.21,62.76,80.66
98.8,9.48,89.48,82.02,33.88,81.96
69.56,7.66,79.18,46.82,55.51,68.35
59.73,1.78,83.46,89.74,88.29,74.8
78.0,7.02,44.07,85.66,45.7,69.98
54.41,4.69,47.13,51.18,75.89,62.62
44.55,5.24,43.55,83.15,49.65,59.8
47.73,1.44,79.73,80.11,32.92,51.94
47.68,2.72,91.61,84.89,66.18,74.04
49.11,8.11,76.59,51.34,84.27,76.14
48.33,5.09,87.3,49.46,56.62,66.06
78.45,3.71,71.52,54.19,70.12,67.25
50.91,4.46,55.2,61.95,88.5,67.06
60.74,8.69,57.67,87.62,81.33,84.2
93.81,7.74,34.9,84.28,42.6,67.25
68.44,3.45,32.04,95.53,77.67,66.52
80.05,2.06,75.21,43.52,62.62,59.6
50.34,3.27,58.5,40.69,78.49,56.01
51.54,9.29,65.89,81.95,62.14,80.18
42.45,6.23,66.25,56.76,38.32,56.11
50.14,5.8,48.03,60.04,67.04,60.84
56.72,6.37,60.93,72.81,61.99,67.62
50.62,4.29,60.6,46.14,63.66,63.12
45.32,8.26,55.25,78.56,87.13,76.39
47.24,5.71,83.34,59.51,88.16,77.25
67.65,2.05,59.33,77.96,59.48,59.07
52.38,2.16,69.24,90.04,59.62,62.3
61.86,5.83,88.21,50.27,63.49,71.8
70.21,9.43,86.31,95.85,63.77,90.78
81.42,3.78,87.88,71.84,91.78,79.78
42.36,8.83,47.55,95.38,72.21,75.96
87.96,7.88,32.27,52.46,48.03,65.49
77.67,3.23,46.97,76.27,64.55,64.84
44.91,1.33,48.12,64.23,70.77,53.19
92.41,1.92,89.11,86.45,71.59,76.13
95.25,7.56,72.2,76.35,68.04,82.42
43.66,2.8,35.31,69.67,41.55,45.36
56.61,4.34,38.8,94.78,32.18,55.72
88.37,5.52,40.12,62.63,51.96,64.23
84.9,7.53,70.98,53.2,57.79,74.35
51.07,2.02,77.8,76.49,34.02,54.79
52.56,4.66,85.88,77.44,82.97,75.57
62.23,5.37,91.14,66.35,52.37,73.13
69.07,5.87,43.11,69.2,89.39,73.63
77.1,8.37,50.14,97.57,40.04,73.81
62.13,2.55,45.62,83.96,33.7,49.08
67.75,8.27,53.32,46.64,61.35,68.85
84.85,7.24,89.45,52.73,42.29,73.01
42.2,6.0,67.38,98.53,90.93,83.32
55.15,7.3,77.98,83.59,30.67,71.16
82.8,4.71,61.86,94.9,56.82,73.63
93.71,2.25,31.88,58.23,90.24,65.33
70.7,6.99,34.17,84.51,54.99,67.42
71.93,5.72,64.96,82.84,36.05,64.14
46.43,6.75,76.72,57.68,49.69,67.57
66.84,4.04,44.0,73.05,62.37,64.15
71.96,9.16,76.92,77.64,42.03,75.06
54.55,6.29,82.69,68.87,60.33,73.76
56.15,1.77,56.77,89.63,84.36,68.74
62.64,5.05,78.52,89.97,86.72,79.51
41.2,7.81,56.26,91.04,33.2,66.21
59.32,8.15,74.09,88.21,40.46,71.77
52.69,5.45,79.66,69.29,47.89,60.83
59.65,9.05,94.48,62.89,68.67,83.33
47.19,3.41,52.45,89.88,53.46,60.62
93.43,4.7,56.72,69.41,84.86,76.22
75.62,9.09,40.77,54.78,76.58,81.89
80.75,9.07,43.26,70.44,36.53,69.24
87.35,7.17,75.07,48.51,70.6,77.22
69.91,8.73,89.61,81.5,37.35,78.6
45.22,1.8,55.65,60.16,46.58,47.54
72.23,8.78,41.69,55.64,41.56,66.58
75.21,3.89,48.53,97.39,41.25,63.29
84.73,2.6,59.58,86.61,70.07,70.1
65.9,3.15,48.89,87.22,66.63,63.72
47.65,4.76,45.18,77.42,41.44,52.87
57.03,3.26,77.84,90.35,94.36,77.65
61.78,3.89,30.51,85.55,57.42,60.0
78.76,2.21,65.05,75.93,36.31,55.54
74.25,3.67,81.59,97.67,37.84,68.1
61.37,6.15,47.3,51.5,67.95,64.26
99.19,4.98,69.21,96.6,93.64,89.44
76.35,4.12,73.48,64.09,67.18,67.47
54.23,7.72,72.58,71.7,91.69,84.18
46.11,9.04,58.98,47.36,58.87,67.16
49.17,7.81,52.53,72.41,58.33,66.31
54.76,3.99,84.34,76.67,62.5,68.81
49.64,7.7,79.3,99.86,75.33,88.2
51.19,2.37,50.88,98.51,53.9,56.73
57.11,2.17,36.7,97.98,86.15,67.01
50.4,4.11,34.67,60.9,31.9,48.11
93.81,8.27,36.13,99.48,58.58,84.04
44.81,3.22,67.89,67.33,63.21,59.79
71.47,1.57,33.36,91.11,69.46,59.11
64.62,2.19,51.9,52.98,47.94,48.19
98.94,8.73,78.96,70.35,57.79,86.15
46.72,6.7,49.13,97.96,61.49,69.89
63.87,3.28,79.62,96.82,74.65,74.72
98.17,6.0,78.46,81.02,80.28,82.01
91.93,5.75,45.98,87.87,77.96,80.09
89.02,6.9,77.37,50.59,52.2,74.17
55.47,3.1,78.61,83.3,94.96,78.63
50.25,8.78,55.83,77.08,85.16,78.41
80.12,3.78,43.68,45.49,46.9,54.59
95.76,7.25,63.88,46.79,42.68,64.08
73.41,1.15,89.89,46.51,50.41,56.41
74.3,4.35,71.58,83.46,59.4,71.26
56.8,4.17,41.24,48.5,85.3,63.1
86.17,5.89,74.38,68.06,80.59,81.38
51.22,1.65,57.77,61.42,85.33,61.23
59.42,8.11,68.45,73.03,47.68,67.86
65.53,2.96,77.71,82.39,68.57,70.89
70.46,7.09,63.47,81.08,48.41,71.92
54.54,8.23,82.91,70.93,37.09,68.85
46.89,6.06,76.94,67.86,74.47,70.35
76.64,7.67,69.98,63.87,39.29,72.31
57.32,6.96,39.8,91.71,73.4,76.78
74.87,4.2,84.34,59.85,72.12,73.62
49.26,8.28,90.83,55.56,82.67,80.82
68.87,3.65,38.9,84.6,39.07,50.84
71.96,6.14,61.74,61.59,80.93,76.62
43.11,7.71,46.83,90.82,94.95,82.49
60.2,4.41,79.04,59.67,85.32,72.64
48.06,3.72,76.91,82.12,78.87,74.23
43.8,5.13,39.16,42.71,73.04,59.38
99.4,8.36,87.01,63.13,57.42,83.42
59.34,9.37,41.76,60.59,77.48,76.11
88.59,5.91,81.82,89.0,77.07,85.45
55.28,6.95,59.7,98.02,71.05,79.89
80.89,9.13,51.34,67.65,81.76,81.57
85.61,1.89,40.29,89.49,59.17,62.13
75.74,3.09,40.89,81.98,37.88,53.18
68.29,7.38,73.02,98.04,66.34,85.48
64.71,8.41,65.78,88.67,47.23,76.85
60.93,8.71,37.94,44.65,54.99,62.55
95.77,4.74,37.33,82.8,31.13,59.74
89.84,1.8,34.7,72.13,54.88,54.1
97.9,4.94,78.34,40.99,82.57,78.68
47.46,3.08,76.27,55.08,65.28,63.92
83.85,3.62,33.8,95.31,30.64,58.03
96.3,7.95,66.42,95.56,60.54,87.99
50.87,1.68,35.5,87.93,48.94,51.5
43.99,8.45,88.74,98.91,61.04,85.09
84.47,4.85,88.96,88.39,56.31,79.61
74.47,6.36,75.39,40.61,90.58,77.43
90.51,1.81,90.2,57.27,32.68,57.54
48.39,4.04,82.74,41.84,74.43,66.47
87.72,1.81,83.86,45.65,85.32,70.47
52.1,9.65,67.03,53.13,92.35,82.17
49.82,8.27,49.89,70.21,41.55,60.26
49.86,5.14,44.16,90.85,64.53,66.34
88.87,3.01,51.27,91.72,32.83,55.11
79.91,9.4,70.85,76.97,62.45,81.8
71.38,4.1,41.22,95.69,38.15,58.04
61.53,2.45,46.81,70.0,84.46,62.92
92.63,6.07,60.42,93.34,37.4,72.68
63.55,9.49,45.15,67.24,63.36,76.82
89.0,1.03,68.26,56.63,63.87,61.08
66.35,3.14,90.01,94.98,93.16,84.01
62.62,9.45,78.63,63.28,72.57,84.48
67.76,2.54,73.32,70.2,48.71,54.84
58.08,2.02,67.88,59.73,45.65,53.0
84.86,6.13,61.72,79.77,38.34,64.26
70.16,8.76,42.13,99.7,79.17,85.56
53.93,5.29,88.16,41.53,74.9,65.54
93.97,9.95,46.15,93.99,69.64,87.53
63.03,7.11,35.94,40.24,32.65,53.36
72.61,1.67,78.75,61.85,79.58,64.82
94.39,9.94,41.42,50.12,71.72,80.76
77.45,4.67,54.17,85.44,92.65,80.02
47.01,3.59,31.84,43.04,68.17,52.22
96.39,6.02,38.91,73.21,49.76,68.26
77.66,3.74,41.26,57.7,54.8,56.51
60.09,1.78,33.54,48.02,41.43,42.51
48.36,1.01,72.68,86.31,76.99,64.69
87.64,5.05,84.41,53.05,76.0,76.04
77.2,8.53,54.27,53.42,43.04,66.01
72.01,6.15,86.85,56.5,40.3,64.45
93.63,9.99,43.87,75.21,35.01,72.66
87.32,3.58,51.15,79.58,89.28,74.19
49.1,3.52,39.8,41.06,45.15,44.41
58.7,2.44,70.34,54.51,52.37,57.29
54.91,2.48,57.29,65.86,48.23,51.19
84.64,3.57,69.86,59.92,56.89,64.3
42.01,8.14,79.51,93.05,76.41,86.42
74.19,9.15,65.47,87.26,86.59,92.34
85.75,9.78,70.8,77.55,41.87,81.98
92.61,3.09,90.79,60.28,74.62,73.03
60.52,8.93,49.44,82.04,52.92,75.14
89.28,3.95,53.35,90.62,93.73,78.05
46.64,2.02,76.65,75.69,49.43,56.79
90.79,8.83,69.73,87.07,30.47,75.83
47.65,6.72,41.6,84.95,63.52,67.16
63.84,2.48,54.45,74.3,39.8,52.74
87.84,4.87,60.41,58.73,32.89,58.06
49.0,3.59,57.26,84.75,75.39,65.38
53.76,7.63,41.59,52.41,77.6,70.93
83.34,5.08,90.09,86.77,59.95,78.19
83.2,9.9,79.55,88.27,74.0,93.4
78.47,1.49,61.29,89.33,64.99,65.44
81.64,4.2,74.2,68.37,70.94,72.65
72.56,5.34,88.32,51.55,68.79,73.03
55.11,5.53,38.85,45.98,73.28,60.43
60.74,3.84,46.27,84.6,42.98,60.62
50.9,7.56,65.28,93.18,47.47,73.99
94.51,8.87,81.94,79.05,58.6,86.17
75.0,9.45,32.36,48.65,59.0,67.88
64.05,8.25,93.96,96.09,80.34,92.11
67.72,8.66,59.57,99.35,53.88,80.59
96.84,5.95,53.35,66.0,40.56,68.44
49.2,8.43,49.03,75.69,46.35,64.56
75.17,3.73,41.33,86.63,43.96,60.7
70.35,4.59,81.45,84.18,77.56,80.67
76.69,3.85,92.1,98.07,60.57,74.36
41.09,5.21,56.89,46.89,76.06,62.4
92.33,3.57,91.91,74.84,57.05,71.11
95.93,9.65,83.55,81.52,87.83,98.74
73.91,3.82,61.27,93.41,93.93,79.03
81.8,1.88,73.81,92.45,73.54,72.02
95.35,5.74,58.27,98.68,86.15,85.07
82.43,1.51,66.32,70.72,63.02,63.89
49.15,1.99,33.77,89.85,90.75,64.75
74.58,2.97,75.26,65.64,84.05,72.47
76.4,5.18,33.43,65.34,94.47,72.83
65.45,4.9,83.11,55.2,70.5,72.02
84.19,8.2,83.62,89.09,80.65,91.34
96.06,7.66,45.41,99.15,65.29,85.46
95.53,4.84,51.04,55.38,46.84,59.3
67.05,4.0,61.29,43.37,53.06,53.46
46.79,3.85,68.78,88.93,88.11,71.0
99.09,7.97,48.68,77.21,33.64,65.9
90.33,1.47,68.51,97.58,68.45,72.32
47.48,1.12,49.36,55.13,54.21,48.19
95.25,8.16,33.61,44.26,55.14,69.22
92.19,5.29,30.16,69.55,87.5,71.13
71.13,2.18,36.57,45.13,85.5,59.6
75.48,3.12,81.5,55.71,68.92,67.35
63.94,9.39,92.49,47.56,47.74,75.73
43.29,8.74,57.75,53.45,60.9,70.1
60.11,7.39,63.32,46.37,56.54,64.88
88.17,5.34,39.55,97.23,52.99,75.0
40.28,5.68,65.82,56.71,36.68,58.42
60.01,9.78,39.4,66.63,65.3,73.18
63.89,9.69,69.73,93.92,49.62,79.24
72.24,2.94,90.66,80.64,72.95,74.16
95.19,8.3,42.72,77.08,50.75,74.58
60.78,2.78,79.7,82.33,58.03,68.01
60.82,2.92,31.53,89.73,33.4,48.36
84.25,7.08,54.41,92.66,94.51,88.68
67.13,4.65,37.2,78.56,62.99,60.69
53.48,9.38,52.91,93.4,31.58,71.08
67.15,1.8,41.28,72.12,65.18,56.59
48.45,5.6,54.26,56.64,86.57,73.29
50.58,9.27,57.14,92.8,80.22,81.72
69.9,9.14,49.54,72.49,75.56,83.15
65.14,2.41,72.68,94.37,39.07,57.52
94.89,4.3,89.73,42.41,72.75,70.58
61.74,6.57,56.04,63.85,79.81,70.25
74.84,2.43,42.5,96.87,67.21,65.84
77.94,9.71,47.6,54.98,88.03,80.54
40.79,9.23,85.51,96.49,48.0,77.3
79.81,2.5,67.16,97.23,45.74,65.23
50.68,2.09,59.58,92.93,86.52,70.19
97.66,1.77,39.73,73.82,70.65,63.06
48.92,9.18,59.23,78.82,30.09,66.6
64.88,2.74,48.1,92.18,52.95,64.18
45.12,4.75,91.31,86.55,85.76,80.23
99.81,5.04,87.46,77.81,31.78,71.77
70.13,6.39,35.45,98.94,30.21,62.72
75.72,1.65,63.58,81.14,48.28,56.72
44.02,3.04,44.63,98.53,89.41,70.76
85.0,9.38,56.7,43.44,88.6,81.5
52.59,9.18,87.0,48.34,63.72,76.84
93.88,8.03,64.29,67.09,65.96,80.83
52.31,1.17,51.72,63.09,51.58,45.32
51.44,3.94,43.51,86.96,45.84,54.19
42.19,6.65,82.02,49.64,82.99,76.0
68.32,3.48,70.59,98.57,36.91,62.53
73.89,9.19,60.42,58.9,61.68,75.19
43.94,6.71,44.14,65.74,71.24,67.05
86.53,1.65,51.73,56.48,36.74,49.0
67.2,9.18,92.39,74.76,63.77,86.43
71.46,9.62,63.81,43.52,67.54,76.39
66.45,1.7,56.05,48.98,78.26,59.1
64.05,5.79,63.89,84.75,45.26,65.98
73.58,3.73,80.63,51.19,49.07,61.83
49.31,4.54,52.11,54.13,67.02,62.31
50.92,2.62,41.62,87.58,93.9,67.06
91.71,6.2,68.02,45.6,44.14,67.05
96.77,9.62,73.24,66.25,94.08,94.58
62.4,5.53,76.33,41.38,76.43,71.12
56.24,1.75,87.33,60.81,83.7,67.81
78.64,6.58,54.13,81.94,35.83,66.14
64.52,4.06,34.9,45.41,49.53,51.45
41.52,8.7,92.29,93.3,33.75,77.65
49.37,4.91,58.28,94.57,54.15,66.97
82.96,2.74,70.51,46.3,93.78,71.75
79.54,2.72,73.31,99.44,36.84,63.6
41.63,7.92,65.52,57.85,66.55,73.83
53.32,3.39,43.34,45.05,30.39,44.55
53.86,7.91,79.08,40.3,76.32,74.78
80.31,2.85,82.24,64.51,42.82,61.12
41.18,3.9,65.94,77.79,38.42,58.15
46.25,5.19,61.76,59.93,51.91,58.61
87.99,9.49,37.41,90.2,80.12,82.92
50.71,9.39,35.46,83.0,36.93,66.0
79.16,2.86,52.07,61.01,44.94,57.5
54.29,4.22,50.21,84.06,30.55,57.9
45.97,2.34,91.99,96.43,92.95,78.1
54.59,5.59,80.94,45.59,68.49,68.1
83.34,5.15,72.9,58.37,76.79,75.71
91.34,9.11,63.65,67.8,72.34,83.94
89.81,9.37,40.88,69.88,39.38,71.9
63.83,4.45,93.6,72.53,68.67,74.36
80.09,5.43,54.38,58.04,38.54,61.66
52.3,9.07,36.95,80.04,56.08,72.19
57.59,8.26,62.1,78.71,66.98,79.16
93.78,1.03,86.81,74.67,66.33,68.43
40.78,3.88,87.67,46.83,37.74,57.89
45.13,4.8,30.71,68.62,32.24,49.28
52.47,3.07,87.61,61.37,81.89,70.4
41.59,2.8,47.65,69.46,77.18,58.29
50.89,1.34,32.53,95.31,35.32,46.95
74.98,6.79,85.11,68.83,38.28,70.72
65.29,3.36,86.15,40.84,88.02,68.42
93.56,1.47,68.76,66.33,79.99,68.14
89.05,3.08,67.34,89.24,94.75,80.47
60.51,8.22,82.85,86.8,46.51,77.62
55.57,8.66,81.11,70.8,61.71,75.36
62.78,5.35,87.86,54.99,45.37,64.7
75.42,4.74,65.93,67.91,70.48,70.32
56.08,9.8,92.9,73.82,37.5,77.46
77.45,2.81,94.75,99.99,38.27,71.14
64.56,2.94,37.58,78.65,34.67,54.79
73.12,3.63,85.22,81.66,75.08,77.3
66.17,2.55,62.49,69.49,62.11,58.86
57.67,4.41,55.19,61.27,70.15,63.32
96.91,9.2,69.85,88.78,87.15,96.6
85.82,6.54,33.64,69.7,78.12,74.29
48.41,4.71,62.92,99.68,60.01,71.53
92.11,9.41,86.61,67.43,93.98,96.15
69.25,1.44,43.87,44.08,59.66,48.75
93.67,2.89,57.72,80.95,37.31,63.71
87.99,6.09,91.07,42.8,94.52,83.67
65.51,6.54,57.86,55.03,31.48,56.17
41.35,1.36,53.29,61.22,65.74,55.18
56.12,4.63,58.63,84.37,50.09,60.63
72.5,6.84,63.76,69.65,62.73,66.49
78.01,7.28,71.08,41.72,66.32,73.9
55.47,6.74,82.05,77.01,45.61,72.49
48.36,3.89,59.39,64.69,66.2,62.48
90.1,1.84,83.14,95.31,79.14,74.94
99.06,4.84,64.69,69.97,47.32,67.97
71.54,2.16,52.0,82.54,54.92,58.96
50.3,9.53,72.77,53.13,47.44,69.71
56.34,5.28,76.65,85.66,83.34,81.94
41.1,3.86,66.27,83.26,77.12,66.76
94.86,7.9,33.68,94.24,86.63,86.18
47.07,5.48,41.04,42.03,41.05,52.08
74.59,3.79,48.54,66.85,34.78,54.94
56.44,8.31,48.37,80.75,37.76,68.88
73.25,8.8,73.77,45.71,40.47,70.15
79.09,7.06,31.19,64.64,64.65,68.93
89.78,1.42,79.12,96.53,93.11,80.81
52.39,6.1,47.25,66.16,53.22,62.98
40.66,7.87,50.15,99.12,92.3,82.55
48.21,2.23,64.31,43.41,32.48,41.49
94.0,3.06,44.04,83.07,90.25,76.16
92.43,8.94,87.49,74.86,41.77,83.54
75.84,1.18,35.55,70.03,89.31,62.74
76.03,7.77,58.88,98.25,33.65,71.25
79.9,5.26,85.21,47.78,91.63,76.11
50.52,5.02,70.03,93.76,43.05,65.97
94.86,1.06,49.0,81.47,49.68,55.18
65.13,8.37,57.35,55.54,61.91,68.87
62.99,4.24,75.94,94.1,54.75,70.44
71.14,5.87,93.26,65.76,73.39,77.64
42.82,7.1,88.05,88.85,93.36,88.25
49.98,7.32,52.26,63.33,69.42,69.42
84.28,9.6,94.88,91.06,76.9,95.69
44.97,5.78,30.23,78.2,35.72,50.19
76.19,4.6,31.8,48.46,70.81,58.52
54.72,9.58,83.55,78.98,59.5,80.88
63.36,6.78,42.97,51.48,87.58,69.17
57.32,3.68,33.95,64.72,55.23,53.44
61.34,2.14,45.41,50.22,74.16,53.63
83.14,8.58,57.7,41.32,44.83,66.85
57.83,4.26,77.49,52.71,46.86,59.9
73.98,6.94,70.58,72.18,54.45,71.68
68.56,5.24,45.45,68.89,49.76,62.03
79.82,2.79,62.71,70.09,46.5,56.74
96.21,6.42,90.2,54.86,33.23,67.24
83.95,1.55,82.98,81.11,84.39,74.38
52.9,4.72,51.01,82.26,34.18,58.02
41.87,5.92,93.85,61.48,87.68,80.19
55.74,4.92,76.06,92.87,38.16,69.12
75.7,7.74,34.06,78.64,34.24,62.76
43.09,8.45,32.29,82.78,66.6,70.33
69.78,7.94,40.95,56.64,62.66,66.57
75.81,1.35,77.31,40.04,61.93,54.29
60.05,2.75,41.94,91.92,67.34,63.31
86.25,5.83,63.25,89.35,48.66,71.08
46.4,9.41,36.06,47.39,73.09,71.57
44.51,8.51,89.86,62.45,62.66,74.29
83.69,8.58,52.36,79.68,51.76,76.91
69.73,3.73,89.03,79.13,83.72,76.52
81.3,4.87,91.42,91.62,77.3,82.53
66.09,5.24,30.4,48.42,55.58,56.53
54.78,2.42,60.17,65.8,85.1,63.64
89.15,1.28,31.6,45.83,89.82,57.97
87.96,9.52,89.07,63.38,64.9,85.33
81.68,3.17,63.7,40.91,43.97,57.86
56.33,3.16,34.87,93.9,89.53,67.73
75.41,1.75,37.17,71.62,42.32,50.24
61.66,9.36,54.93,90.99,33.15,71.37
45.49,6.22,91.12,43.59,51.29,65.15
95.04,7.0,75.04,53.65,77.25,79.44
48.21,9.2,86.4,55.56,90.01,85.22
97.01,4.11,53.82,63.2,71.42,70.44
66.76,6.59,32.81,88.17,91.87,76.52
51.11,1.35,93.33,63.19,36.0,55.32
72.51,2.68,31.12,52.28,33.95,46.81
92.38,8.48,91.6,43.9,69.27,84.15
83.93,7.9,53.96,44.77,92.8,80.07
88.39,4.16,30.66,85.6,62.68,59.73
79.53,4.39,74.8,66.69,33.35,62.06
81.54,5.8,93.74,83.57,44.38,74.72
90.95,1.0,92.77,80.94,45.91,64.16
54.98,3.17,40.46,48.12,51.96,45.68
69.37,2.87,41.78,48.57,32.83,46.49
53.27,3.25,66.76,85.32,88.82,70.28
99.26,8.25,71.42,83.28,63.51,85.74
96.64,3.52,78.06,62.68,73.61,75.34
42.37,2.72,41.77,44.65,34.37,39.81
82.33,5.54,92.34,40.73,33.52,65.3
95.51,8.79,71.52,57.29,68.12,81.01
50.83,3.17,85.06,40.55,87.67,68.17
74.08,1.71,65.1,53.8,64.35,55.86
94.93,4.21,56.93,65.17,87.06,77.36
42.04,7.73,93.52,47.28,82.71,80.36
81.85,5.96,67.84,46.26,34.93,61.41
57.84,8.35,86.35,93.79,43.13,77.73
95.46,9.64,91.96,75.13,72.75,90.86
98.26,8.13,73.9,96.07,58.83,85.93
96.66,6.43,65.68,60.75,48.9,72.75
68.45,5.44,30.23,80.63,57.21,63.46
91.72,1.36,32.6,52.28,58.94,48.71
90.67,9.86,43.06,77.1,89.19,86.79
59.15,4.45,42.09,47.78,36.72,51.49
89.73,2.37,46.56,40.12,48.18,52.15
42.22,7.0,49.82,95.89,64.94,69.99
75.78,3.56,53.4,73.29,75.39,64.69
53.8,6.27,57.33,95.62,70.99,74.38
47.23,6.28,36.43,60.03,91.21,65.74
44.62,5.01,32.75,59.67,81.71,61.9
81.78,8.53,73.81,64.04,66.21,85.93
60.39,3.38,64.93,82.36,43.95,56.96
83.49,5.04,58.87,73.95,59.31,69.11
43.92,5.84,71.24,95.52,75.07,79.68
58.92,6.97,83.8,41.53,84.47,78.17
72.37,8.06,57.8,82.49,92.38,86.48
87.44,4.55,71.67,59.82,69.35,71.3
59.13,6.81,91.98,50.81,64.25,71.42
77.55,2.36,84.58,70.62,31.15,57.38
93.16,9.39,57.69,70.3,34.69,73.94
76.95,4.45,71.91,48.22,40.15,60.95
53.98,7.57,41.51,52.11,33.56,54.57
41.46,1.18,66.43,64.49,56.06,51.79
92.21,2.85,93.79,64.53,51.9,66.29
41.28,5.38,63.69,59.05,71.43,66.07
92.48,8.9,90.3,48.91,64.82,84.98
71.74,5.75,56.48,40.26,68.74,66.37
96.34,9.37,94.92,98.21,60.68,92.37
87.93,5.35,67.65,96.61,48.05,74.13
99.88,5.41,32.75,69.02,91.93,75.09
61.04,2.08,68.14,99.7,35.62,60.63
86.03,8.22,47.85,80.42,91.03,86.09
64.12,3.22,32.11,44.13,50.23,44.95
68.79,9.1,83.36,47.06,63.32,77.71
77.65,9.2,47.92,94.97,37.07,75.26
92.42,9.49,81.78,77.8,34.61,80.38
99.05,5.68,48.73,90.59,57.92,73.27
86.1,7.09,42.63,93.9,78.21,80.24
65.07,8.01,93.31,66.88,47.51,74.1
65.28,2.18,53.51,42.91,66.55,53.7
84.25,6.41,69.09,51.3,48.11,65.46
54.33,1.31,69.65,43.99,55.26,52.67
46.63,5.48,66.43,51.32,88.92,69.12
61.28,2.39,89.46,64.63,85.63,71.92
57.23,2.65,73.84,47.09,63.54,58.57
57.78,4.29,56.24,50.0,45.48,56.18
54.02,4.89,86.05,66.75,42.56,65.83
42.53,6.61,41.77,60.41,92.02,72.34
41.07,1.67,65.38,68.06,43.18,50.68
99.26,5.53,91.79,65.75,82.53,82.88
65.67,2.64,70.65,78.67,53.98,60.37
63.06,6.17,83.1,96.23,94.07,87.28
80.78,6.74,72.48,46.47,53.93,70.44
53.1,6.01,84.56,45.96,52.85,65.1
97.0,7.64,91.39,91.17,71.44,93.33
87.18,4.02,47.74,70.38,92.5,76.51
45.36,7.89,41.03,85.98,93.45,78.51
65.05,4.89,61.46,52.93,75.97,67.72
92.75,5.36,75.62,89.73,79.05,84.07
96.68,6.83,44.77,95.43,66.62,78.95
68.04,1.17,30.27,78.13,79.13,57.48
76.8,6.89,52.29,46.35,85.89,76.61
50.02,6.57,92.98,93.72,61.6,79.85
99.47,3.79,75.17,87.55,70.29,78.05
53.9,1.77,56.09,85.05,64.93,58.61
96.56,1.82,42.52,42.2,66.56,57.3
78.98,9.31,53.15,87.94,87.85,87.68
76.46,7.2,41.04,48.28,53.12,64.18
70.76,2.14,36.91,53.34,43.53,48.04
53.84,4.21,88.94,74.63,59.66,68.39
50.59,6.33,94.85,55.9,43.53,67.26
53.23,8.52,40.67,79.68,62.4,72.45
51.19,1.39,33.54,76.48,88.73,59.7
86.78,3.13,51.43,46.49,70.13,61.49
61.01,9.01,60.01,79.36,85.6,85.35
43.47,1.08,43.31,95.44,40.8,49.47
98.15,2.81,49.59,49.67,88.56,68.29
93.03,9.63,43.06,75.82,69.12,80.33
95.67,6.52,80.33,60.51,32.06,68.13
99.69,3.36,76.32,67.58,71.15,74.01
50.43,1.6,71.27,57.22,91.84,65.01
63.77,1.25,55.17,61.25,35.15,48.43
85.49,3.2,89.09,41.73,67.86,68.59
81.76,8.93,93.02,98.89,89.51,98.08
49.23,4.74,41.29,77.49,30.63,51.85
88.95,7.48,44.5,70.04,71.01,75.63
53.47,9.26,64.17,63.02,60.87,74.86
53.43,4.67,35.93,72.36,52.55,57.11
72.22,2.72,58.37,62.81,70.79,64.33
75.58,5.65,67.82,61.59,33.43,61.73
74.81,9.17,63.93,67.84,78.95,86.65
45.49,8.24,51.51,56.56,30.29,58.61
92.65,1.59,65.26,50.8,49.95,54.41
55.94,7.23,92.32,73.4,62.76,77.5
47.77,6.15,43.39,90.57,54.51,66.89
93.32,9.17,72.56,49.17,49.99,73.04
97.34,2.1,32.82,41.96,84.0,57.32
91.73,5.81,34.32,54.81,90.76,73.36
88.57,8.92,65.87,98.78,86.79,96.45
79.31,4.69,36.82,89.73,63.96,70.73
73.05,5.34,31.45,75.75,87.47,71.55
45.22,1.63,41.15,95.75,89.86,67.32
64.51,3.5,66.72,66.72,56.6,62.24
62.36,3.92,75.72,99.0,48.42,65.56
55.59,9.51,43.16,57.78,36.39,63.2
83.41,3.54,73.44,54.42,61.14,64.04
69.75,5.15,41.86,78.28,91.51,76.65
44.86,7.04,69.87,62.69,66.46,70.73
53.21,2.46,56.78,77.58,73.39,60.46
81.0,5.38,72.5,58.3,37.34,59.96
44.57,7.65,94.68,77.08,39.33,71.92
91.07,8.8,90.96,56.54,60.19,78.38
69.71,6.64,30.28,43.06,91.83,68.24
68.84,7.02,87.55,94.73,53.45,80.83
75.54,2.14,34.32,92.99,87.04,66.14
89.48,9.51,91.95,98.25,37.82,88.57
60.87,2.19,48.32,82.99,70.11,64.28
80.68,7.97,54.83,80.96,69.04,77.86
73.94,3.38,35.96,73.54,85.89,66.61
56.02,9.4,37.3,47.56,30.22,59.93
92.72,7.48,77.24,51.35,42.35,71.03
87.85,7.78,91.38,57.37,44.28,72.87
79.51,2.97,69.7,93.41,91.75,79.21
91.03,4.99,76.53,50.38,39.99,61.8
92.04,6.56,79.53,95.37,32.4,77.12
82.5,7.93,47.08,71.37,64.74,76.52
90.22,1.94,32.94,82.93,64.36,60.24
81.85,9.66,30.12,46.61,84.86,77.52
80.81,9.01,52.79,56.14,91.68,81.32
77.12,3.43,45.7,97.51,65.01,66.78
85.16,8.4,34.05,55.97,90.45,82.02
49.52,5.66,41.67,57.79,77.14,64.72
92.85,5.16,38.09,51.86,47.2,60.84
92.31,3.83,89.47,47.74,90.35,78.43
41.75,6.23,39.12,54.0,73.38,65.1
89.55,7.57,64.95,78.54,56.92,74.13
47.73,4.7,68.55,67.32,74.22,67.97
